OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,FullBath,HalfBath,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,HasGarage,HasBasement,SalePrice
4,1588,ClearCr,1959,1959,4,0,0,1120,468,2,680,Detchd,Fin,1991.0,2,0,7,TA,TA,NoBasement,NoBasement,1,Gd,17120,80.0,50,RL,1.5Fin,59,1,0,134432
7,2554,OldTown,1890,1998,8,718,0,1576,978,2,704,Detchd,Unf,1996.0,1,1,8,TA,TA,TA,No,0,Npfireplace,10800,60.0,70,RM,2Story,48,1,1,159500
6,1400,Sawyer,1978,1978,7,672,209,672,728,2,440,Attchd,Fin,1978.0,1,1,6,TA,TA,TA,No,1,TA,7844,74.0,60,RL,2Story,0,1,1,149500
4,1040,NAmes,1950,1950,5,0,0,1040,0,2,420,Detchd,Unf,1950.0,1,0,4,TA,TA,NoBasement,NoBasement,0,Npfireplace,7200,60.0,20,RL,1Story,29,1,0,109900
6,1728,Mitchel,1976,1976,5,1728,936,1728,0,2,574,Attchd,Unf,1976.0,2,0,8,TA,TA,TA,Gd,0,Npfireplace,12640,55.0,90,RL,1Story,0,1,1,150900
8,1844,SawyerW,2005,2006,5,1844,976,1844,0,2,620,Attchd,Fin,2005.0,2,0,7,Gd,Gd,Gd,No,1,Gd,10994,88.0,20,RL,1Story,44,1,1,257000
10,2020,NridgHt,2009,2009,5,2006,1436,2020,0,3,900,Attchd,Fin,2009.0,2,1,9,Ex,Ex,Ex,No,1,Gd,12220,94.0,20,RL,1Story,54,1,1,402861
7,1802,Crawfor,1920,1950,6,793,352,901,901,1,216,Detchd,Unf,1920.0,1,1,9,TA,TA,Fa,No,1,Gd,7588,54.0,70,RL,2Story,0,1,1,200100
4,1128,IDOTRR,1920,1950,4,698,0,698,430,2,528,Detchd,RFn,1980.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7500,60.0,50,C (all),1.5Fin,0,1,1,68400
5,1768,SWISU,1937,1950,7,731,569,981,787,1,240,Detchd,Unf,1939.0,1,1,7,Gd,TA,Gd,No,2,TA,7200,60.0,50,RL,1.5Fin,0,1,1,175000
7,1392,Somerst,2007,2007,5,689,0,703,689,2,540,Detchd,Unf,2007.0,2,0,5,Gd,Gd,Gd,No,0,Npfireplace,3604,34.0,160,FV,2Story,102,1,1,146000
6,2087,ClearCr,1966,2007,8,832,568,976,1111,2,444,Attchd,Fin,1966.0,2,1,9,Gd,TA,TA,Gd,0,Npfireplace,12205,80.0,60,RL,2Story,168,1,1,187500
8,2262,Timber,2003,2003,5,1482,871,1482,780,3,749,Attchd,Fin,2003.0,2,1,10,Gd,Gd,Gd,Gd,2,Gd,12244,85.0,60,RL,2Story,0,1,1,305000
7,1340,Gilbert,2007,2007,5,1340,24,1340,0,2,396,Attchd,Fin,2007.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,8899,73.0,20,RL,1Story,30,1,1,181134
6,1640,SawyerW,2004,2004,5,798,0,798,842,2,520,Attchd,RFn,2004.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,8366,65.0,60,RL,2Story,45,1,1,173000
5,1150,NAmes,1959,1959,6,1150,179,1150,0,1,300,Attchd,RFn,1959.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7945,70.0,20,RL,1Story,0,1,1,141000
5,780,CollgCr,1972,1972,7,780,632,780,0,1,352,Detchd,Unf,1973.0,1,0,4,TA,TA,TA,Av,0,Npfireplace,7200,60.0,20,RL,1Story,0,1,1,124900
7,2287,ClearCr,1953,1953,4,1304,603,1304,983,2,667,Attchd,Fin,1953.0,2,0,7,TA,Gd,TA,No,1,TA,15593,81.0,50,RL,1.5Fin,21,1,1,225000
5,1200,NAmes,1965,1998,8,864,661,1200,0,2,884,Detchd,Unf,1977.0,1,1,6,Gd,TA,TA,Mn,0,Npfireplace,9230,71.0,20,RL,1Story,64,1,1,146000
5,980,NAmes,1967,1967,5,980,400,980,0,1,384,Attchd,Fin,1967.0,2,0,6,TA,TA,TA,Av,0,Npfireplace,9750,75.0,80,RL,SLvl,0,1,1,135500
7,1431,CollgCr,1999,1999,5,1431,560,1431,0,2,666,Attchd,Fin,1999.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,9017,68.0,20,RL,1Story,35,1,1,192000
6,2054,Gilbert,2000,2000,5,992,695,1022,1032,2,390,BuiltIn,RFn,2000.0,2,1,7,Gd,Gd,Gd,No,1,TA,12224,65.0,60,RL,2Story,48,1,1,244000
8,1338,StoneBr,2001,2001,5,1338,616,1338,0,2,582,Attchd,Fin,2001.0,2,0,6,Gd,Gd,Gd,Mn,0,Npfireplace,4920,41.0,120,RL,1Story,0,1,1,213500
8,2452,CollgCr,1998,1999,5,1028,281,1210,1242,2,683,BuiltIn,Fin,1998.0,2,1,9,Gd,Gd,Gd,No,1,TA,16226,66.0,60,RL,2Story,50,1,1,267000
5,999,NAmes,1962,1962,5,925,784,999,0,1,300,Attchd,Unf,1962.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,10205,69.0,85,RL,SFoyer,72,1,1,134500
6,918,SawyerW,1979,1979,5,918,0,918,0,1,264,Attchd,Unf,1979.0,2,0,5,TA,TA,Gd,No,1,TA,7892,55.0,120,RL,1Story,0,1,1,99500
6,1383,NAmes,1960,1960,5,1383,565,1383,0,1,292,Attchd,RFn,1960.0,1,1,7,TA,TA,TA,No,0,Npfireplace,11600,80.0,20,RL,1Story,45,1,1,145250
7,1504,Blmngtn,2005,2006,5,1346,16,1504,0,2,457,Attchd,Fin,2005.0,2,0,7,Gd,Gd,Gd,No,1,Gd,3182,43.0,120,RL,1Story,0,1,1,181000
6,2614,NWAmes,1974,1997,7,1522,956,1548,1066,2,624,Attchd,RFn,1974.0,2,1,9,TA,TA,TA,No,1,TA,10800,90.0,60,RL,2Story,243,1,1,240000
5,1558,NAmes,1945,1950,6,913,580,1048,510,1,288,Attchd,Unf,1962.0,1,1,6,TA,TA,TA,No,1,TA,10930,60.0,50,RL,1.5Fin,0,1,1,140000
6,1690,Gilbert,2000,2000,5,924,0,948,742,2,463,Attchd,RFn,2000.0,2,1,7,TA,TA,Gd,No,1,TA,8063,65.0,60,RL,2Story,48,1,1,181000
8,1088,StoneBr,1986,1986,5,1074,0,1088,0,2,461,Attchd,RFn,1987.0,1,1,5,Gd,Gd,Gd,No,0,Npfireplace,3696,63.0,120,RL,1Story,74,1,1,170000
5,910,NAmes,1953,1996,7,105,0,910,0,2,414,Attchd,Unf,1953.0,1,0,5,Gd,Gd,TA,Av,0,Npfireplace,8892,74.0,20,RL,1Story,0,1,1,116000
6,1218,BrDale,1973,1973,5,672,356,672,546,1,264,Detchd,Unf,1973.0,1,1,7,TA,TA,TA,No,0,Npfireplace,1890,21.0,160,RM,2Story,28,1,1,113000
6,1548,NPkVill,1976,1976,6,804,556,804,744,2,440,Detchd,Unf,1976.0,2,1,7,Gd,TA,Gd,No,1,TA,2308,24.0,160,RL,2Story,0,1,1,155000
4,630,MeadowV,1970,1970,4,630,509,630,0,1,286,Attchd,Unf,1970.0,1,0,3,TA,TA,Gd,Av,0,Npfireplace,1477,21.0,180,RM,SFoyer,0,1,1,80000
6,952,BrkSide,1916,1950,6,952,0,952,0,1,192,Detchd,Unf,1916.0,1,0,4,Fa,TA,TA,No,1,Gd,8854,51.0,30,RL,1.5Unf,98,1,1,121000
4,1067,Sawyer,1950,1995,7,1067,442,1067,0,2,436,Attchd,Unf,1996.0,2,0,4,Gd,TA,Gd,No,0,Npfireplace,9600,60.0,20,RL,1Story,0,1,1,128000
6,1574,NWAmes,1976,1976,5,796,712,790,784,2,566,Attchd,Fin,1976.0,2,1,6,TA,TA,Gd,Mn,1,TA,18800,80.0,60,RL,2Story,111,1,1,190000
5,1344,IDOTRR,1920,1997,7,672,456,672,672,1,468,Detchd,Unf,1964.0,1,0,6,TA,TA,TA,No,0,Npfireplace,10690,59.0,70,RM,2Story,128,1,1,147000
7,1626,NridgHt,2003,2004,5,764,567,764,862,2,474,BuiltIn,RFn,2003.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,2268,36.0,160,RL,2Story,27,1,1,173000
8,3228,NoRidge,1992,1993,5,3200,1231,3228,0,2,546,Attchd,RFn,1992.0,3,0,10,Gd,Gd,Gd,No,1,Gd,12692,91.0,20,RL,1Story,75,1,1,430000
6,1556,Blueste,1980,1980,6,716,81,716,840,2,452,Attchd,Fin,1980.0,2,1,6,TA,TA,Gd,No,1,TA,1950,24.0,160,RM,2Story,0,1,1,151000
9,1980,NridgHt,2004,2005,5,1980,1447,1980,0,3,770,Attchd,Fin,2004.0,2,0,8,Ex,Gd,Ex,Av,1,Gd,16737,129.0,20,RL,1Story,45,1,1,315000
6,1215,NAmes,1958,1998,7,1215,585,1215,0,1,297,Attchd,Unf,1958.0,1,0,6,TA,TA,TA,No,0,Npfireplace,12400,66.0,20,RL,1Story,0,1,1,155000
6,1441,NPkVill,1978,1978,6,855,311,855,586,2,440,Attchd,Unf,1978.0,2,1,7,TA,TA,TA,No,1,TA,2289,24.0,160,RL,2Story,0,1,1,148500
5,988,Mitchel,1954,1954,5,988,0,988,0,2,520,Attchd,RFn,1954.0,1,0,4,TA,TA,TA,No,0,Npfireplace,21750,100.0,20,RL,1Story,0,1,1,113000
4,1768,Sawyer,1968,1968,5,1768,0,1768,0,0,0,NoGarage,NoGarage,0.0,2,0,8,TA,TA,TA,No,0,Npfireplace,10778,72.0,90,RL,1Story,0,0,1,136500
6,1616,OldTown,1926,2004,7,1149,370,1149,467,1,216,Detchd,Unf,1926.0,2,0,5,Gd,TA,TA,Mn,0,Npfireplace,5400,40.0,40,RM,1Story,0,1,1,152000
8,1636,Somerst,2006,2006,5,1623,63,1636,0,3,865,Attchd,RFn,2006.0,2,0,8,Gd,Gd,Gd,No,1,Gd,13501,116.0,20,RL,1Story,60,1,1,255000
4,1029,Sawyer,1961,1961,5,1029,903,1029,0,1,261,Attchd,Unf,1961.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,7943,61.0,20,RL,1Story,0,1,1,118500
5,1600,NAmes,1957,1997,6,1484,1277,1600,0,1,319,Attchd,RFn,1957.0,1,0,6,TA,TA,TA,Gd,2,Gd,16321,47.0,20,RL,1Story,258,1,1,207500
7,2344,NoRidge,1996,1997,5,1264,0,1277,1067,3,889,Attchd,RFn,1996.0,2,1,7,Gd,Gd,Gd,No,1,TA,10208,79.0,60,RL,2Story,0,1,1,265000
6,1756,Timber,1996,1997,5,872,742,888,868,2,422,Attchd,Fin,1996.0,2,1,7,TA,Gd,Ex,No,0,Npfireplace,9303,72.0,60,RL,2Story,122,1,1,204000
7,1709,Edwards,2004,2004,5,970,0,970,739,2,380,Detchd,Unf,2004.0,2,0,7,Gd,Gd,Gd,No,0,Npfireplace,2522,24.0,160,RM,2Story,40,1,1,130000
7,1453,ClearCr,1986,1986,5,1453,1082,1453,0,2,445,Attchd,RFn,1986.0,1,1,6,Gd,TA,Gd,Gd,1,TA,5271,80.0,120,RL,1Story,80,1,1,190000
6,1721,SawyerW,1994,1994,5,928,814,936,785,2,471,Attchd,RFn,1994.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,8462,70.0,60,RL,2Story,87,1,1,201000
6,1212,Sawyer,1977,1995,7,506,506,1212,0,2,492,Attchd,Unf,1978.0,1,0,6,TA,TA,Gd,Av,1,TA,8471,88.0,80,RL,SLvl,12,1,1,151000
3,774,Edwards,1931,2006,6,544,544,774,0,0,0,NoGarage,NoGarage,0.0,1,0,6,Gd,TA,TA,No,0,Npfireplace,4270,70.0,30,RH,1Story,0,0,1,79000
6,1639,SWISU,1936,1950,5,1064,0,1166,0,1,240,Detchd,Unf,1936.0,1,0,6,TA,TA,TA,No,0,Npfireplace,10480,51.0,50,RL,1.5Fin,0,1,1,115000
4,796,IDOTRR,1922,1950,4,796,0,796,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,0,Npfireplace,3636,40.0,30,RM,1Story,0,0,1,55000
9,2184,NridgHt,2008,2008,5,1104,936,1130,1054,3,836,Attchd,Fin,2008.0,2,1,10,Ex,Ex,Ex,Av,1,Gd,11308,96.0,60,RL,2Story,102,1,1,335000
8,1707,Timber,1981,1981,6,1686,0,1707,0,2,511,Attchd,RFn,1981.0,2,1,6,TA,Gd,Gd,No,1,TA,16669,72.0,20,RL,1Story,64,1,1,228000
7,2223,NAmes,1973,1973,6,2223,1880,2223,0,2,516,Attchd,Fin,1973.0,2,0,8,TA,TA,Gd,Gd,2,Gd,13651,95.0,20,RL,1Story,0,1,1,244000
7,854,BrkSide,1929,2001,8,832,0,854,0,2,576,Detchd,Unf,1991.0,1,0,5,TA,TA,TA,No,0,Npfireplace,6120,51.0,45,RM,1.5Unf,112,1,1,132000
8,2161,NridgHt,2007,2007,5,1582,1288,1610,551,3,789,Attchd,Fin,2007.0,1,1,8,Ex,Gd,Ex,No,1,Gd,10562,86.0,60,RL,2Story,120,1,1,325624
6,1261,NAmes,1958,1958,6,1261,662,1261,0,2,433,Attchd,RFn,1958.0,1,0,6,TA,TA,TA,No,1,TA,9120,76.0,20,RL,1Story,0,1,1,163000
6,1092,BrDale,1971,1971,5,525,0,525,567,1,264,Detchd,Unf,1971.0,1,1,6,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,1,1,88000
4,1440,Edwards,1977,1977,3,1440,1440,1440,0,0,0,NoGarage,NoGarage,0.0,2,0,8,TA,TA,Gd,Gd,0,Npfireplace,7711,42.0,90,RL,1Story,0,0,1,150000
6,1362,NAmes,1961,1961,5,1362,288,1362,0,2,504,Attchd,Unf,1961.0,1,1,6,TA,TA,TA,No,1,TA,10197,80.0,20,RL,1Story,20,1,1,163000
5,1111,Edwards,1941,1950,6,616,236,616,495,1,200,Detchd,Unf,1941.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,9084,60.0,50,RL,1.5Fin,0,1,1,95000
7,2080,Crawfor,1926,2004,9,1276,0,1276,804,1,282,Detchd,Unf,1926.0,1,1,9,Gd,Gd,Gd,No,2,Gd,10918,53.0,70,RL,2Story,0,1,1,234000
5,1124,Edwards,1954,1954,5,0,0,1124,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,NoBasement,NoBasement,1,Gd,8335,77.0,20,RL,1Story,36,0,0,93000
3,1163,OldTown,1955,2005,8,1162,256,1163,0,1,220,Attchd,Unf,1955.0,1,0,6,TA,TA,TA,No,0,Npfireplace,5820,49.0,20,RM,1Story,98,1,1,126175
8,2898,Timber,1976,1976,6,1565,1165,2898,0,2,665,Attchd,Fin,1976.0,2,0,10,Gd,Gd,Gd,Av,1,Gd,15498,72.0,20,RL,1Story,72,1,1,287000
6,1097,SawyerW,1984,1985,5,1040,338,1097,0,2,480,Attchd,Unf,1986.0,2,0,6,TA,TA,Gd,No,0,Npfireplace,9672,81.0,20,RL,1Story,0,1,1,152000
6,1456,Gilbert,2006,2006,5,728,0,728,728,2,429,Attchd,RFn,2006.0,2,1,8,TA,Gd,Gd,No,0,Npfireplace,15578,105.0,60,RL,2Story,0,1,1,172785
5,902,Sawyer,1967,1967,6,876,599,902,0,1,288,Attchd,Unf,1967.0,1,0,6,TA,TA,TA,No,0,Npfireplace,6173,70.0,20,RL,1Story,0,1,1,125500
5,1086,NAmes,1954,2003,7,1086,320,1086,0,2,490,Attchd,Unf,1989.0,1,0,6,TA,TA,TA,No,0,Npfireplace,10200,85.0,20,RL,1Story,0,1,1,144900
6,784,SawyerW,1928,1950,3,784,0,784,0,2,360,Detchd,Unf,1950.0,1,0,5,TA,TA,Fa,No,0,Npfireplace,9000,60.0,45,RH,1.5Unf,0,1,1,76000
4,630,MeadowV,1972,1972,7,630,495,630,0,0,0,NoGarage,NoGarage,0.0,1,0,3,TA,TA,Gd,Av,0,Npfireplace,1890,21.0,180,RM,SFoyer,0,0,1,81000
8,1314,Somerst,2009,2009,5,1300,936,1314,0,2,552,Attchd,RFn,2009.0,2,0,6,Gd,Gd,Gd,Mn,0,Npfireplace,8640,72.0,20,FV,1Story,112,1,1,229456
5,2320,Gilbert,1948,1950,6,0,0,1547,720,2,672,Attchd,Unf,1979.0,2,0,7,TA,TA,NoBasement,NoBasement,1,TA,14762,65.0,60,RL,2Story,144,1,0,169000
5,935,BrkSide,1930,1960,6,742,0,779,0,1,308,Detchd,Unf,1988.0,1,0,4,TA,TA,TA,No,0,Npfireplace,9100,50.0,40,RM,1Story,0,1,1,79500
4,901,OldTown,1954,2000,7,901,0,901,0,1,281,Detchd,Unf,1954.0,1,0,4,TA,TA,TA,No,0,Npfireplace,6000,50.0,20,RM,1Story,0,1,1,107900
8,2098,NridgHt,2005,2005,5,1030,0,1038,1060,3,878,Attchd,RFn,2005.0,2,1,8,Ex,Gd,Gd,Mn,1,Gd,10240,80.0,60,RL,2Story,52,1,1,275500
5,990,CollgCr,1994,1995,5,990,686,990,0,2,672,Detchd,Unf,1996.0,1,0,5,TA,TA,Gd,No,0,Npfireplace,9245,57.0,20,RL,1Story,0,1,1,145000
7,1935,NWAmes,1976,1976,7,793,0,1142,793,2,550,Attchd,RFn,1976.0,2,1,7,TA,TA,Gd,No,1,TA,12384,80.0,60,RL,2Story,113,1,1,197900
5,1252,BrkSide,1908,1991,8,504,0,936,316,2,576,Attchd,Unf,1986.0,1,0,5,TA,TA,Fa,No,0,Npfireplace,7438,92.0,50,RL,1.5Fin,0,1,1,127000
5,1701,Sawyer,1975,1981,5,1390,1390,1701,0,2,611,Basment,Fin,1975.0,2,0,6,TA,TA,Gd,Gd,2,TA,16647,70.0,85,RL,SFoyer,0,1,1,171000
6,1342,NWAmes,1967,1967,5,1372,251,1342,0,2,457,Attchd,Unf,1967.0,2,0,7,TA,TA,TA,No,1,Gd,9790,80.0,20,RL,1Story,0,1,1,161500
6,987,BrDale,1971,1971,3,483,358,483,504,1,264,Detchd,Unf,1971.0,1,1,5,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,1,1,89500
7,1829,CollgCr,2003,2003,6,941,483,941,888,2,613,Attchd,RFn,2003.0,2,1,7,Gd,Gd,Gd,No,1,TA,9548,44.0,60,RL,2Story,39,1,1,237000
7,1768,OldTown,1914,1970,7,880,390,880,888,2,320,Detchd,Unf,1914.0,1,1,6,TA,TA,Gd,Mn,2,TA,10800,60.0,75,RM,2.5Unf,341,1,1,163000
6,1392,CollgCr,1977,1977,7,689,378,689,703,1,299,Attchd,Fin,1977.0,1,1,6,TA,TA,Gd,No,0,Npfireplace,10900,69.0,60,RL,2Story,36,1,1,161750
5,2002,Crawfor,1949,1950,6,1001,284,1001,1001,3,871,2Types,Unf,1949.0,2,0,8,TA,TA,TA,No,0,Npfireplace,6270,82.0,90,RH,2Story,0,1,1,145000
7,1541,NridgHt,2005,2005,5,1541,1201,1541,0,2,532,Attchd,RFn,2005.0,2,0,7,Gd,Gd,Gd,Mn,1,Gd,12182,95.0,20,RL,1Story,70,1,1,220000
5,1526,Edwards,1957,2002,6,1216,383,1526,0,1,364,Basment,Unf,1957.0,1,0,7,TA,TA,TA,Av,1,Gd,8562,68.0,20,RL,1Story,78,1,1,144500
6,2229,OldTown,1912,1950,6,755,0,929,929,0,0,NoGarage,NoGarage,0.0,1,0,8,TA,TA,TA,No,0,Npfireplace,5520,92.0,75,RM,2.5Fin,198,0,1,104000
5,1327,NAmes,1959,2002,6,1063,405,1327,0,2,624,Detchd,Unf,1974.0,1,0,7,Gd,TA,TA,No,0,Npfireplace,7388,75.0,20,RL,1Story,0,1,1,150750
6,1640,Crawfor,1954,2006,7,1296,728,1640,0,2,924,Detchd,Unf,1993.0,1,0,7,Gd,Gd,TA,No,1,Gd,14778,66.0,20,RL,1Story,0,1,1,224000
6,958,NPkVill,1976,1976,6,958,958,958,0,2,440,Attchd,RFn,1976.0,2,0,5,TA,TA,Gd,No,0,Npfireplace,4928,24.0,120,RL,1Story,60,1,1,143750
6,1552,NWAmes,1975,1975,6,713,550,811,741,2,434,Attchd,RFn,1975.0,2,1,6,TA,TA,Gd,No,1,TA,11475,85.0,60,RL,2Story,208,1,1,179900
7,1569,Blmngtn,2007,2007,5,1386,988,1569,0,3,660,Attchd,RFn,2007.0,2,0,7,Gd,Gd,Gd,No,1,TA,3635,51.0,120,RL,1Story,20,1,1,175900
7,1863,Gilbert,2006,2006,5,879,0,879,984,3,660,BuiltIn,Fin,2006.0,2,1,9,Gd,Gd,Gd,Av,1,Gd,14054,58.0,60,RL,2Story,17,1,1,219210
8,2630,NoRidge,1998,1998,5,1470,986,1470,1160,3,696,Attchd,Fin,1998.0,2,1,8,Gd,Gd,Gd,No,1,TA,9200,80.0,60,RL,2Story,66,1,1,315000
10,3608,OldTown,1892,1993,9,1107,0,1518,1518,3,840,Detchd,Unf,1993.0,2,1,12,Ex,Gd,TA,Mn,2,TA,22950,90.0,75,RM,2.5Fin,260,1,1,475000
4,605,Edwards,1920,2002,7,528,348,605,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,9098,58.0,30,RL,1Story,0,0,1,86000
5,1328,Timber,1959,1959,6,1350,967,1328,0,1,308,Attchd,RFn,1959.0,1,1,5,TA,TA,TA,Gd,2,Gd,16905,115.0,20,RL,1Story,104,1,1,170000
8,2392,NoRidge,1997,1998,5,1396,1074,1407,985,3,870,Attchd,Fin,1997.0,2,1,7,Gd,Gd,Gd,No,1,TA,9452,82.0,60,RL,2Story,70,1,1,348000
6,1137,Timber,1987,1987,6,1112,980,1137,0,2,551,Attchd,Unf,1987.0,2,0,5,Gd,TA,Gd,No,1,TA,13811,54.0,20,RL,1Story,0,1,1,176000
3,894,IDOTRR,1935,1950,4,894,0,894,0,3,1248,Detchd,RFn,1994.0,1,0,6,TA,Fa,TA,No,0,Npfireplace,18000,120.0,30,C (all),1Story,20,1,1,81000
5,1517,IDOTRR,1919,2005,7,793,0,997,520,0,0,NoGarage,NoGarage,0.0,2,0,7,Fa,TA,TA,No,0,Npfireplace,8500,85.0,50,RM,1.5Fin,0,0,1,115000
6,1258,NWAmes,1971,2004,7,1258,656,1258,0,2,528,Attchd,RFn,1971.0,2,0,5,Gd,Gd,TA,No,0,Npfireplace,11040,80.0,20,RL,1Story,0,1,1,145000
6,1218,Somerst,2009,2009,5,1218,27,1218,0,2,676,Attchd,Fin,2009.0,2,0,4,Gd,Gd,Gd,No,0,Npfireplace,7862,75.0,20,FV,1Story,102,1,1,208300
5,1057,NAmes,1953,2007,7,1057,731,1057,0,1,246,Detchd,Unf,1953.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,7922,68.0,20,RL,1Story,52,1,1,109000
5,1728,NAmes,1965,1965,5,1728,231,1728,0,2,576,Detchd,Unf,1987.0,2,0,10,TA,TA,TA,No,0,Npfireplace,13101,74.0,90,RL,1Story,0,1,1,142600
5,954,CollgCr,1976,1976,5,911,483,954,0,2,576,Detchd,Unf,1976.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,10780,55.0,80,RL,SLvl,0,1,1,132500
7,2060,Gilbert,1999,1999,5,992,772,1022,1038,2,390,BuiltIn,RFn,1999.0,2,1,8,Gd,Gd,Gd,No,1,TA,8755,65.0,60,RL,2Story,0,1,1,214000
6,1412,Timber,1988,1988,5,1392,1005,1412,0,2,576,Attchd,Unf,1988.0,2,0,6,Gd,TA,Gd,Mn,1,TA,11457,130.0,20,RL,1Story,0,1,1,175000
7,2127,SawyerW,1991,1991,5,1104,48,912,1215,3,833,Attchd,RFn,1991.0,2,1,8,Gd,Gd,Ex,Mn,1,TA,13125,103.0,60,RL,2Story,192,1,1,238000
5,1190,NAmes,1962,1962,6,1106,803,1190,0,2,540,Attchd,Unf,1962.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,7728,70.0,90,RL,SLvl,18,1,1,132500
3,1214,OldTown,1915,1950,4,672,0,694,520,3,936,Detchd,Unf,1998.0,1,0,6,TA,TA,TA,No,0,Npfireplace,10410,60.0,50,RL,1.5Fin,0,1,1,105000
7,1434,SawyerW,2001,2001,5,1454,20,1434,0,2,527,Attchd,RFn,2001.0,2,0,6,Gd,Gd,Gd,No,1,TA,8529,65.0,20,RL,1Story,39,1,1,189000
6,1484,Gilbert,2005,2005,5,742,0,742,742,2,390,Attchd,Fin,2005.0,2,1,8,Gd,Gd,Gd,No,1,Gd,12589,149.0,60,RL,2Story,24,1,1,174000
5,999,Sawyer,1962,2001,7,999,588,999,0,1,264,Detchd,Unf,1963.0,1,0,6,Gd,TA,TA,No,0,Npfireplace,7758,70.0,20,RL,1Story,132,1,1,132500
9,1620,Timber,2007,2008,5,1620,1022,1620,0,3,912,Attchd,Fin,2008.0,2,0,6,Ex,Gd,Ex,Gd,1,Ex,12898,89.0,20,RL,1Story,0,1,1,315500
6,1710,SawyerW,1993,1993,5,832,426,832,878,2,506,Attchd,RFn,1993.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,9291,76.0,60,RL,2Story,70,1,1,187000
5,1383,Sawyer,1954,1954,5,1383,1064,1383,0,1,354,Attchd,Unf,1954.0,1,0,6,TA,TA,Gd,Mn,1,Gd,13284,70.0,20,RL,1Story,116,1,1,165000
6,1069,NPkVill,1977,1977,6,1069,559,1069,0,2,440,Attchd,RFn,1977.0,2,0,4,TA,TA,Gd,No,0,Npfireplace,4043,53.0,120,RL,1Story,55,1,1,140000
5,1060,Sawyer,1968,2001,8,1060,188,1060,0,1,270,Attchd,Unf,1968.0,1,0,6,Gd,TA,TA,Mn,1,TA,8246,70.0,20,RL,1Story,90,1,1,154000
5,938,CollgCr,1975,1980,6,938,280,938,0,1,308,Detchd,Unf,1977.0,1,0,5,TA,TA,Gd,Av,0,Npfireplace,9200,69.0,20,RL,1Story,0,1,1,130250
6,1229,Blueste,1980,1980,6,561,285,561,668,2,462,Attchd,Fin,1980.0,1,1,5,TA,TA,Gd,No,1,TA,1300,24.0,160,RM,2Story,0,1,1,124000
6,1224,Mitchel,1999,1999,5,1224,883,1224,0,2,402,Attchd,Fin,1999.0,2,0,5,TA,TA,Ex,No,0,Npfireplace,4500,75.5,120,RM,1Story,304,1,1,165000
6,2030,NWAmes,1976,1976,6,848,156,1118,912,2,551,Attchd,Fin,1976.0,2,1,8,Gd,TA,TA,No,1,TA,12046,80.0,60,RL,2Story,224,1,1,195000
4,845,Edwards,1957,1957,3,0,0,845,0,1,290,Detchd,Unf,1957.0,1,0,5,TA,TA,NoBasement,NoBasement,0,Npfireplace,11500,67.0,20,RL,1Story,0,1,0,84000
4,747,OldTown,1945,1950,6,747,0,747,0,1,220,Attchd,Unf,1945.0,1,0,4,TA,TA,TA,No,0,Npfireplace,4608,47.0,30,RM,1Story,0,1,1,80000
5,1098,NAmes,1955,1955,7,1098,902,1098,0,1,260,Attchd,Unf,1955.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7390,73.0,20,RL,1Story,0,1,1,135000
5,1393,Edwards,1955,1955,7,816,0,872,521,1,300,Attchd,Unf,1955.0,1,1,8,TA,TA,TA,No,0,Npfireplace,16466,59.0,50,RL,1.5Fin,0,1,1,135500
6,2358,ClearCr,1908,1997,8,907,0,1307,1051,2,360,Detchd,Unf,1908.0,3,0,10,TA,TA,TA,No,1,Gd,45600,75.0,50,RL,1.5Fin,40,1,1,240000
